3630233575.48,12.14,12.50
3630233575.61,12.23,12.50
3630233575.74,12.33,12.50
3630233575.87,12.41,12.50
3630233575.99,12.49,12.50
3630233576.14,12.58,12.50
3630233576.26,12.63,12.50
3630233576.39,12.68,12.50
3630233576.52,12.73,12.50
3630233576.65,12.76,12.50
3630233576.79,12.78,12.50
3630233576.91,12.77,12.50
3630233577.03,12.78,12.50
3630233577.17,12.77,12.50
3630233577.30,12.73,12.50
3630233577.42,12.70,12.50
3630233578.02,12.52,12.50
3630233578.19,12.50,18.50
3630233578.31,12.67,18.50
3630233578.46,12.84,18.50
3630233578.58,13.14,18.50
3630233578.72,13.30,18.50
3630233578.82,13.48,18.50
3630233578.95,13.69,18.50
3630233579.08,13.87,18.50
3630233579.20,14.09,18.50
3630233579.33,14.22,18.50
3630233579.49,14.53,18.50
3630233579.67,14.81,18.50
3630233579.80,15.02,18.50
3630233579.92,15.17,18.50
3630233580.04,15.37,18.50
3630233580.17,15.46,18.50
3630233580.27,15.70,18.50
3630233580.39,15.85,18.50
3630233580.49,16.00,18.50
3630233580.60,16.15,18.50
3630233580.69,16.22,18.50
3630233580.79,16.38,18.50
3630233580.89,16.52,18.50
3630233580.99,16.66,18.50
3630233581.10,16.82,18.50
3630233581.20,16.88,18.50
3630233581.30,17.07,18.50
3630233581.41,17.18,18.50
3630233581.50,17.29,18.50
3630233581.67,17.45,18.50
3630233581.86,17.74,18.50
3630233581.96,17.88,18.50
3630233582.06,17.97,18.50
3630233582.20,18.08,18.50
3630233582.30,18.26,18.50
3630233582.41,18.40,18.50
3630233582.54,18.56,18.50
3630233582.64,18.65,18.50
3630233582.84,18.82,18.50
3630233583.06,18.96,18.50
3630233583.21,19.03,18.50
3630233583.49,19.07,18.50
3630233583.60,19.07,18.50
3630233583.83,19.06,18.50
3630233583.97,18.99,18.50
3630233584.11,18.95,18.50
3630233584.26,18.88,18.50
3630233584.40,18.78,18.50
3630233584.56,18.69,18.50
3630233584.72,18.59,18.50
3630233584.88,18.51,18.50
3630233585.02,18.43,18.50
3630233585.16,18.37,18.50
3630233585.30,18.33,18.50
3630233585.44,18.29,18.50
3630233585.57,18.26,18.50
3630233585.68,18.25,18.50
3630233586.16,18.25,18.50
3630233586.26,18.26,18.50
3630233586.42,18.29,18.50
3630233586.56,18.31,18.50
3630233586.74,18.35,18.50
3630233586.88,18.39,18.50
3630233587.01,18.41,18.50
3630233587.13,18.45,18.50
3630233587.25,18.47,18.50
3630233587.39,18.52,18.50
3630233587.51,18.53,18.50
3630233587.63,18.56,18.50
3630233587.73,18.58,18.50
3630233587.85,18.58,18.50
3630233587.97,18.60,18.50
3630233588.10,18.62,18.50
3630233588.20,18.61,18.50
3630233588.31,18.60,18.50
3630233588.43,18.60,18.50
3630233588.53,18.59,18.50
3630233588.63,18.58,18.50
3630233588.73,18.58,18.50
3630233588.83,18.55,18.50
3630233588.94,18.55,18.50
3630233589.04,18.52,18.50
3630233589.15,18.50,18.50
3630233589.27,18.49,18.50
3630233589.41,18.49,18.50
3630233589.52,18.46,18.50
3630233589.67,18.45,18.50
3630233589.83,18.44,18.50
3630233589.97,18.42,18.50
3630233590.09,18.44,18.50
3630233590.20,18.44,18.50
3630233590.29,18.45,18.50
3630233590.70,18.44,18.50
3630233590.87,18.45,10.83
3630233591.00,18.24,10.83
3630233591.10,18.15,10.83
3630233591.23,17.94,10.83
3630233591.36,17.67,10.83
3630233591.48,17.47,10.83
3630233591.59,17.28,10.83
3630233591.69,17.13,10.83
3630233591.80,16.98,10.83
3630233591.93,16.79,10.83
3630233592.05,16.53,10.83
3630233592.17,16.29,10.83
3630233592.28,16.16,10.83
3630233592.39,16.04,10.83
3630233592.51,15.82,10.83
3630233592.62,15.69,10.83
3630233592.72,15.47,10.83
3630233592.82,15.33,10.83
3630233592.95,15.18,10.83
3630233593.05,14.95,10.83
3630233593.17,14.76,10.83
3630233593.27,14.68,10.83
3630233593.38,14.51,10.83
3630233593.50,14.35,10.83
3630233593.59,14.29,10.83
3630233593.70,14.11,10.83
3630233593.81,13.96,10.83
3630233593.92,13.76,10.83
3630233594.03,13.63,10.83
3630233594.16,13.42,10.83
3630233594.58,13.19,10.83
3630233594.71,12.77,10.83
3630233594.87,12.54,10.83
3630233595.01,12.42,10.83
3630233595.14,12.26,10.83
3630233595.25,12.09,10.83
3630233595.38,11.96,10.83
3630233595.48,11.89,10.83
3630233595.61,11.71,10.83
3630233595.74,11.57,10.83
3630233595.86,11.45,10.83
3630233595.97,11.29,10.83
3630233596.08,11.24,10.83
3630233596.21,11.04,10.83
3630233596.33,10.90,10.83
3630233596.48,10.78,10.83
3630233596.61,10.68,10.83
3630233596.74,10.59,10.83
3630233596.87,10.51,10.83
3630233596.99,10.45,10.83
3630233597.09,10.43,10.83
3630233597.19,10.42,10.83
3630233597.32,10.42,10.83
3630233597.46,10.44,10.83
3630233597.57,10.46,10.83
3630233597.68,10.50,10.83
3630233597.80,10.55,10.83
3630233597.90,10.61,10.83
3630233598.04,10.66,10.83
3630233598.17,10.70,10.83
3630233598.28,10.79,10.83
3630233598.40,10.87,10.83
3630233598.55,10.90,10.83
3630233598.67,10.95,10.83
3630233598.83,10.98,10.83
3630233598.96,11.02,10.83
3630233599.09,11.03,10.83
3630233599.25,11.04,10.83
3630233599.38,11.05,10.83
3630233599.54,11.04,10.83
3630233599.68,11.02,10.83
3630233599.83,10.99,10.83
3630233599.97,10.96,10.83
3630233600.13,10.94,10.83
3630233600.25,10.91,10.83
3630233600.43,10.85,10.83
3630233600.55,10.84,10.83
3630233600.66,10.81,10.83
3630233600.78,10.79,10.83
3630233600.91,10.76,10.83
3630233601.06,10.76,10.83
3630233601.19,10.74,10.83
3630233601.30,10.74,10.83
3630233601.39,10.75,10.83
3630233601.52,10.75,10.83
3630233601.64,10.75,10.83
3630233601.75,10.76,10.83
3630233601.88,10.77,10.83
3630233601.98,10.77,10.83
3630233602.10,10.79,10.83
3630233602.22,10.79,10.83
3630233602.33,10.81,10.83
3630233602.45,10.83,10.83
3630233602.57,10.84,10.83
3630233602.69,10.86,10.83
3630233602.80,10.86,10.83
3630233602.93,10.87,10.83
3630233603.06,10.88,10.83
3630233603.18,10.88,10.83
3630233603.29,10.88,10.83
3630233603.40,10.88,10.83
3630233603.51,10.87,10.83
3630233603.64,10.88,10.83
3630233603.75,10.88,10.83
3630233603.85,10.86,10.83
3630233603.97,10.87,10.83
3630233604.10,10.85,10.83
3630233604.22,10.84,10.83
3630233604.35,10.84,10.83
3630233604.48,10.84,10.83
3630233604.60,10.84,10.83
3630233604.72,10.83,10.83
3630233604.85,10.81,10.83
3630233604.98,10.82,10.83
3630233605.12,10.81,10.83
3630233605.26,10.80,10.83
3630233605.39,10.81,10.83
3630233605.51,10.81,10.83
3630233605.62,10.82,10.83
3630233605.73,10.80,10.83
3630233605.86,10.81,10.83
3630233605.98,10.82,10.83
3630233606.12,10.83,10.83
3630233606.26,10.82,10.83
3630233606.38,10.82,10.83
3630233606.51,10.83,10.83
3630233606.64,10.84,10.83
3630233606.78,10.84,10.83
3630233606.89,10.84,10.83
3630233607.00,10.84,10.83
3630233607.10,10.85,10.83
3630233607.20,10.84,10.83
3630233607.31,10.84,10.83
3630233607.40,10.84,10.83
3630233607.55,10.85,10.83

